央视频道,#genre#
CCTV14,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv14hd265/55/20200407/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
CCTV15,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/57/01.m3u8?&HlsSubType=&encrypt=
CCTV15,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/57/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
CCTV17,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/57/index.m3u8?&encrypt=
CCTV17,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/57/01.m3u8?&HlsSubType=&encrypt=
CCTV17,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/57/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=


卫视频道,#genre#
安徽卫视,http://110.178.52.143:8083/udp/239.1.1.44:8044
北京卫视,http://115.222.143.106:8808/udp/233.50.200.179:5140
湖南卫视,http://110.178.52.143:8083/udp/239.1.1.28:8028
江苏卫视,http://110.178.52.143:8083/udp/239.1.1.35:8035
江苏卫视,http://115.222.143.106:8808/udp/233.50.200.144:5140
浙江卫视,http://115.222.143.106:8808/udp/233.50.201.100:5140
深圳卫视,http://115.222.143.106:8808/udp/233.50.200.188:5140
黑龙江卫视,http://115.222.143.106:8808/udp/233.50.200.189:5140
江西卫视,http://115.222.143.106:8808/udp/233.50.200.119:5140
辽宁卫视,http://115.222.143.106:8808/udp/233.50.201.141:5140
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
东方卫视,http://115.222.143.106:8808/udp/233.50.200.146:5140
东南卫视,http://115.222.143.106:8808/udp/233.50.201.146:5140
甘肃卫视,http://36.105.40.130:8084/udp/238.125.5.121:5140
广东卫视,http://115.222.143.106:8808/udp/233.50.200.149:5140
广西卫视,http://36.105.40.130:8084/udp/238.125.5.105:5140
贵州卫视,http://115.222.143.106:8808/udp/233.50.201.142:5140
海南卫视,http://36.105.40.130:8084/udp/238.125.1.68:5140
河北卫视,http://115.222.143.106:8808/udp/233.50.200.105:5140
河南卫视,http://110.178.52.143:8083/udp/239.1.1.34:8034
河南卫视,http://115.222.143.106:8808/udp/233.50.201.144:5140
湖北卫视,http://115.222.143.106:8808/udp/233.50.200.147:5140
云南卫视,http://36.105.40.130:8084/udp/238.125.5.32:5140
云南卫视,http://115.222.143.106:8808/udp/233.50.200.115:5140
三沙卫视,http://36.105.40.130:8084/udp/238.125.5.114:5140
四川卫视,http://115.222.143.106:8808/udp/233.50.200.118:5140
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
山西卫视,http://110.178.52.143:8083/udp/239.1.1.1:8001
新疆卫视,http://36.105.40.130:8084/udp/238.125.3.174:5140
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
东南卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/57/20230724/index.m3u8?&encrypt=
湖北卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/hubeiwshd/57/20220712/index.m3u8?&encrypt=
江西卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/jxwshd/57/20190820/01.m3u8?&HlsSubType=&encrypt=


数字频道,#genre#
CHC动作电影,http://218.76.32.193:9901/tsfile/live/1020_1.m3u8
CHC高清电影,http://118.79.113.248:6000/rtp/226.0.2.93:8004
CHC高清电影,http://60.223.72.253:8003/rtp/226.0.2.93:8004
CHC高清电影,http://ddns.cyruslee.top:8888/udp/239.77.0.27:5146
CHC高清电影,http://fxgm.fxjf.work:19901/tsfile/live/1016_1.m3u8
CHC高清电影,http://113.66.41.152:10000/udp/239.77.0.27:5146
CHC高清电影,https://epg.pw/stream/3bcacb2ddf662037b37dee63df19deeeffab03d9025530ab692946de8d43966c.m3u8
CHC高清电影,http://106.59.3.147:55555/udp/239.200.201.34:8148
CHC高清电影,http://113.93.54.209:5555/udp/239.77.0.27:5146
CHC高清电影,http://118.254.200.222:8888/udp/239.76.245.242:1234
CHC高清电影,http://222.90.31.220:8899/rtp/239.112.205.206:5140
CHC高清电影,http://www.yao87.com:4022/udp/239.76.245.242:1234
CHC高清电影,http://183.189.213.105:8000/rtp/226.0.2.93:8004
CHC高清电影,http://171.116.227.131:8082/rtp/226.0.2.93:8004
CHC高清电影,http://183.184.206.36:8005/rtp/226.0.2.93:8004
CHC高清电影,http://119.98.95.1:4022/rtp/239.69.1.241:11088
CHC高清电影,http://124.230.56.89:55555/udp/239.76.245.242:1234
CHC高清电影,http://183.236.154.137:8602/udp/239.11.0.129:1025
CHC高清电影,http://61.143.227.162:10000/udp/239.77.0.27:5146
CHC家庭影院,http://60.26.208.155:50000/udp/225.1.1.213:5002
CHC家庭影院,http://183.184.206.36:8005/rtp/226.0.2.240:9820
CHC家庭影院,http://60.223.72.253:8003/rtp/226.0.2.240:9820
CHC家庭影院,http://171.108.239.80:8181/tsfile/live/1006_1.m3u8
CHC家庭影院,http://bl.dchwtq.asia:10000/rtp/239.69.1.243:11100
CHC家庭影院,http://222.90.31.220:8899/rtp/239.112.205.205:5140
CHC家庭影院,http://183.185.223.157:8082/rtp/226.0.2.240:9820
CHC家庭影院,http://111.175.164.232:8686/rtp/239.69.1.243:11100
CHC家庭影院,http://59.44.102.18:8888/newlive/live/hls/59/live.m3u8
CHC家庭影院,http://124.230.56.89:55555/udp/239.76.245.241:1234
CHC家庭影院,http://220.175.145.158:9000/udp/239.252.219.84:5140
CHC家庭影院,http://119.98.234.46:85/rtp/239.69.1.243:11100
CHC家庭影院,http://118.79.113.248:6000/rtp/226.0.2.240:9820
CHC家庭影院,http://119.98.133.156:8888/rtp/239.69.1.243:11100
CHC家庭影院,http://118.254.200.104:8888/udp/239.76.245.241:1234
CHC家庭影院,http://110.53.52.63:8888/newlive/live/hls/51/live.m3u8
CHC家庭影院,http://118.254.203.144:8888/udp/239.76.245.241:1234
CHC家庭影院,http://119.98.70.182:4022/rtp/239.69.1.243:11100
CHC家庭影院,http://221.198.195.117:8888/udp/225.1.1.213:5002
CHC家庭影院,http://183.185.228.90:8084/rtp/226.0.2.240:9820
CHC家庭影院,http://60.223.72.63:8004/rtp/226.0.2.240:9820
CHC家庭影院,http://183.189.213.105:8000/rtp/226.0.2.240:9820
CHC家庭影院,https://epg.pw/stream/d6c6dcdce08fdda05114649d8ceaa9c9fbf5e053724fa7b21a0b8e28bdeef696.m3u8
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
CHC家庭影院,http://118.254.200.222:8888/udp/239.76.245.241:1234
CHC家庭影院,http://nas.tuyuannet.cn:8800/rtp/239.37.0.188:5540
CHC家庭影院,http://118.254.158.191:8888/udp/239.76.245.241:1234
CHC家庭影院,http://118.79.12.143:6001/rtp/226.0.2.240:9820
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1036_1.m3u8
CHC家庭影院,http://183.185.223.157:8084/rtp/226.0.2.240:9820
CHC家庭影院,http://mi.homeway.top:8888/udp/225.1.1.213:5002
CHC家庭影院,http://118.254.158.78:8888/udp/239.76.245.241:1234
CHC家庭影院,http://60.223.72.100:8001/rtp/226.0.2.240:9820
CHC家庭影院,http://fxgm.fxjf.work:19901/tsfile/live/1014_1.m3u8
CHC家庭影院,http://171.124.99.181:8083/rtp/226.0.2.240:9820
CHC家庭影院,http://180.213.171.141:8000/rtp/239.5.1.50:5000
CHC家庭影院,http://mi.homeway.top:8888/udp/225.1.1.220:5002
CHC家庭影院,http://124.165.59.248:8005/rtp/226.0.2.240:9820
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://119.98.95.1:4022/rtp/239.69.1.243:11100
CHC家庭影院,http://59.172.117.82:8880/rtp/239.69.1.243:11100
CHC家庭影院,http://218.68.52.22:8888/udp/225.1.1.213:5002
CHC家庭影院,http://119.98.71.95:8888/rtp/239.69.1.243:11100
CHC家庭影院,http://171.118.108.149:8082/rtp/226.0.2.240:9820
CHC家庭影院,http://171.116.227.131:8082/rtp/226.0.2.240:9820
CHC家庭影院,http://113.218.137.172:9999/udp/239.76.245.241:1234
CHC家庭影院,http://118.79.139.154:6000/rtp/226.0.2.240:9820
CHC家庭影院,http://xuys.top:8888/udp/225.1.1.220:5002
CHC家庭影院,http://106.59.3.147:55555/udp/239.200.201.30:8140
CHC家庭影院,http://xuys.top:8888/udp/225.1.1.213:5002
CHC家庭影院,http://125.46.142.181:2000/rtp/225.1.4.209:1262
CHC家庭影院,http://183.185.220.232:8082/rtp/226.0.2.240:9820
CHC家庭影院,http://61.136.37.118:8888/udp/225.1.1.213:5002
CHC家庭影院,http://118.254.157.252:8888/udp/239.76.245.241:1234
CHC家庭影院,http://171.108.239.80:8181/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://118.254.200.249:8888/udp/239.76.245.241:1234
CHC家庭影院,http://ha.fengying138.top:8888/udp/239.76.245.241:1234
CHC动作电影,http://123.189.36.7:9901/tsfile/live/1101_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://124.165.59.248:8005/rtp/226.0.2.94:8012
CHC动作电影,http://nas.tuyuannet.cn:8800/rtp/239.37.0.186:5540
CHC动作电影,http://183.189.213.105:8000/rtp/226.0.2.94:8012
CHC动作电影,https://www.goodiptv.club/huya/11602077
CHC动作电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
CHC动作电影,http://www.91dos.cn:4022/rtp/239.61.3.16:9616
CHC动作电影,http://119.98.133.156:8888/rtp/239.69.1.242:11094
CHC动作电影,http://118.254.157.252:8888/udp/239.76.245.243:1234
CHC动作电影,http://118.79.12.143:6001/rtp/226.0.2.94:8012
CHC动作电影,http://123.189.36.103:9901/tsfile/live/1101_1.m3u8
CHC动作电影,http://59.44.102.18:8888/newlive/live/hls/57/live.m3u8
CHC动作电影,http://60.223.72.253:8003/rtp/226.0.2.94:8012
CHC动作电影,http://123.189.36.103:9901/tsfile/live/1101_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://119.98.71.95:8888/rtp/239.69.1.242:11094
CHC动作电影,http://61.136.37.118:8888/udp/225.1.1.215:5002
CHC动作电影,http://171.108.239.80:8181/tsfile/live/1007_1.m3u8
CHC动作电影,http://113.218.137.172:9999/udp/239.76.245.243:1234
CHC动作电影,http://123.189.36.155:9901/tsfile/live/1101_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://180.213.171.141:8000/rtp/239.5.1.52:5000
CHC动作电影,http://183.184.206.36:8005/rtp/226.0.2.94:8012
CHC动作电影,http://171.124.99.181:8083/rtp/226.0.2.94:8012
CHC动作电影,http://218.68.52.22:8888/udp/225.1.1.215:5002
CHC动作电影,http://123.189.36.86:9901/tsfile/live/1101_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://218.76.32.193:9901/tsfile/live/1020_1.m3u8
CHC动作电影,http://58.19.38.162:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8
CHC动作电影,http://125.46.142.181:2000/rtp/225.1.4.208:1261
CHC动作电影,http://mi.homeway.top:8888/udp/225.1.1.215:5002
CHC动作电影,http://118.254.200.249:8888/udp/239.76.245.243:1234
CHC动作电影,http://183.185.223.157:8084/rtp/226.0.2.94:8012
CHC动作电影,http://124.94.193.136:9902/tsfile/live/1015_1.m3u8
CHC动作电影,http://118.254.200.104:8888/udp/239.76.245.243:1234
CHC动作电影,http://ha.fengying138.top:8888/udp/239.76.245.243:1234
CHC动作电影,http://60.223.72.100:8001/rtp/226.0.2.94:8012
CHC动作电影,http://111.175.164.232:8686/rtp/239.69.1.242:11094
CHC动作电影,http://nas.hssvm.com:8888/udp/225.1.1.215:5002
CHC动作电影,http://221.198.195.117:8888/udp/225.1.1.215:5002
CHC动作电影,http://106.59.3.147:55555/udp/239.200.201.31:8144
CHC动作电影,http://110.53.52.63:8888/newlive/live/hls/53/live.m3u8
CHC动作电影,http://124.230.56.89:55555/udp/239.76.245.243:1234
CHC动作电影,http://119.98.95.1:4022/rtp/239.69.1.242:11094
CHC动作电影,http://220.175.145.158:9000/udp/239.252.219.85:5140
CHC动作电影,http://118.254.203.144:8888/udp/239.76.245.243:1234
CHC动作电影,http://xuys.top:8888/udp/225.1.1.221:5002
CHC动作电影,http://183.185.220.232:8082/rtp/226.0.2.94:8012
CHC动作电影,https://epg.pw/stream/a9e49885cb3e631c34781283c45119db7bc5431c547d78b748880c9f3952fc04.m3u8
CHC动作电影,http://183.185.228.90:8084/rtp/226.0.2.94:8012
CHC动作电影,http://60.223.72.63:8004/rtp/226.0.2.94:8012
CHC动作电影,http://119.98.234.46:85/rtp/239.69.1.242:11094
CHC动作电影,http://59.172.117.82:8880/rtp/239.69.1.242:11094
CHC动作电影,http://171.116.227.131:8082/rtp/226.0.2.94:8012
CHC动作电影,http://61.162.52.6:8088/newlive/live/hls/61/live.m3u8
CHC动作电影,http://118.254.158.78:8888/udp/239.76.245.243:1234
CHC动作电影,http://171.118.108.149:8082/rtp/226.0.2.94:8012
CHC动作电影,http://xuys.top:8888/udp/225.1.1.215:5002
CHC动作电影,http://222.90.31.220:8899/rtp/239.112.205.207:5140
CHC动作电影,http://119.98.70.182:4022/rtp/239.69.1.242:11094
CHC动作电影,http://60.26.208.155:50000/udp/225.1.1.215:5002
CHC动作电影,http://118.79.113.248:6000/rtp/226.0.2.94:8012
CHC动作电影,http://123.189.36.155:9901/tsfile/live/1101_1.m3u8
CHC动作电影,http://124.94.193.136:9902/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://118.254.158.191:8888/udp/239.76.245.243:1234
CHC动作电影,http://hlsbkmgsplive.miguvideo.com/wd_r1/2018/gesee/chcdzdy/600/index.m3u8?&encrypt=
CHC动作电影,http://58.19.38.162:9901/tsfile/live/1037_1.m3u8
CHC动作电影,http://mi.homeway.top:8888/udp/225.1.1.221:5002
CHC动作电影,http://118.254.200.222:8888/udp/239.76.245.243:1234
CHC动作电影,http://183.185.223.157:8082/rtp/226.0.2.94:8012
CHC影迷电影,http://61.162.52.6:8088/newlive/live/hls/62/live.m3u8
CHC影迷电影,http://59.44.102.18:8888/newlive/live/hls/58/live.m3u8
CHC影迷电影,http://110.53.52.63:8888/newlive/live/hls/52/live.m3u8
CHC影迷电影,http://xuys.top:8888/udp/225.1.1.214:5002
CHC影迷电影,http://ha.fengying138.top:8888/udp/239.76.245.242:1234
CHC影迷电影,http://mi.homeway.top:8888/udp/225.1.1.214:5002
CHC影迷电影,http://58.19.38.162:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0

港·澳·台,#genre#
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
